title,abstract,IPC
Context-based synthesis of simulation models from functional models of cyber-physical systems,An approach and tool integrate cyber-physical systems design based on the function-behavior-state (FBS) methodology where multi-domain simulation models capturing both the behavioral and structural aspects of a system are automatically generated from its functional description. The approach focuses on simulation-enabled FBS models using automatic and context-sensitive mappings of functional basis elementary functions to simulation components described in physical modeling languages. Potentially beneficial process loops are recognized and inserted in the functional model.,G
METHOD FOR RECALIBRATING COORDINATE POSITIONING APPARATUS,"A method is described for recalibrating coordinate positioning apparatus (2) after a disturbance, such as a stylus replacement. The coordinate positioning apparatus comprises a platform (8), a measurement probe (12) and a probe head (10) for reorienting the measurement probe (12) relative to the platform (8). A calibration data set is taken for the coordinate positioning apparatus (2) that comprises datum data for a plurality of orientations of the measurement probe. The datum data includes at least first datum data for a first nominal orientation of the measurement probe. After a disturbance to the coordinate positioning apparatus (2), the calibration data set is updated by acquiring one or more position measurements and calculating a first correction from the one or more position measurements. The first correction describes any change in the first datum data following the disturbance and is used to update the datum data for a plurality of different orientations of the measurement probe (12). Corresponding apparatus is also described.",G
Computer directed assembly method and system for manufacturing,"Provided is a method and system for creating assembly instructions and using them on a computer system to direct assemblers working in a light-manufacturing environment. The assembly instructions break the assembly process into smaller elemental steps with specific instructions to be performed and verified in sequence during assembly. Each assembly instruction may identify a specific pocket in a matrix tray holding the material to be used in the assembly. Before the assembler begins assembling the manufactured product, in some embodiments, a training history is retrieved with the assembler's experience, If the assembler has fulfilled a prerequisite training sequence or equivalent from the training history, in some embodiments, assembly instructions are provided through the user interface coordinated with multimedia assembly data that guide the assembler to combine materials with the component and complete the assembly.",G
Microprocessor controlled ambulatory medical apparatus with hand held communication device,"An implantable infusion pump possesses operational functionality that is, at least in part, controlled by software operating in two processor ICs which are configured to perform some different and some duplicate functions. The pump exchanges messages with an external device via telemetry. Each processor controls a different part of the drug infusion mechanism such that both processors must agree on the appropriateness of drug delivery for infusion to occur. Delivery accumulators are incremented and decremented with delivery requests and with deliveries made. When accumulated amounts reach or exceed, quantized deliverable amounts, infusion is made to occur. The accumulators are capable of being incremented by two or more independent types of delivery requests. Operational modes of the infusion device are changed automatically in view of various system errors that are trapped, various system alarm conditions that are detected, and when excess periods of time lapse between pump and external device interactions.",A
Computer-aided numerical control method and system,"The invention discloses a computer-aided numerical control method and system, and changed the computer numerical control (CNC) to the computer-aided numerical control (CANC). Based on discrete geometry and discrete kinematics, the invention is constructed a technical solution of a related data flow file, it is completely solved the optimization of discrete position information and the axis smoothness. The invention is used to manufacture digital control information. Through the three-dimensional graphical interface, therefore completely achieved the software implementation for R&D of CNC technologies and reconfiguration of CNC systems, and is created an open platform for R&D of CNC technologies and CNC systems. The related data flow file, as a computer program product, will be commercializing digital control information, and then will be expediting a new industry namely digital control information manufacture industry.",G
SYSTEM AND METHOD FOR PARAMETERIZING FIELD DEVICES OF AN AUTOMATION OR CONTROL SYSTEM,"The invention relates to a system and method for parameterizing field devices (30) of an automation or control system, having a higher-ranking unit (10), which is connected via a first communication link (1) based on a first field bus protocol to a communication interface module (20). The communication interface module (20) is connected via a second communication link (2) based on a second field bus protocol (2) to at least one field device (30). In the higher-ranking unit (10), sub-blocks are generated and stored from the data structure for configuring the field device (30) that is stored in a device description file (14) for the field device (30). A first network service transmits the parameters of the field device (30), which are stored in sub blocks, from the higher-ranking unit (10) via the first communication link (1) into a first functionality of the communication interface module (20) that operates as a slave function. A further functionality integrated into the communication interface module (20) evaluates the parameters of the field device (30) that are stored in sub blocks and combines said parameters to form a single configuration block. The combined configuration block is loaded into a field bus master stack of the communication interface module (20) and, via a second functionality of the communication interface module (20) that operates as a master function, the configuration block is transmitted into the field device (30) via the second communication link (2) by means of a second network service.",H
The polyrotation absolute apparatus for detecting rotation angle and the method for detecting the absolute rotation angle.,"This detecting apparatus includes the gear mechanism (1) including the main axis gear (10b) and the first ~ third minor axis gear which is long and conjugated and the difference of cog number of the first minor axis gear and main axis gear has the main axis gear it is 2 or the integer a exceeding that and the number of teeth of the first axis is the relation of the integral multiple of the double of the axis multiple angle of the difference of cog number about the principal axis and principal axis detector the difference of cog number of the second minor axis gear is 1. The angle detected value P 0(4X) in which the detected value of the rotation angle detector (RS0 ~ RS3) is digitized, and P1., P2, P3It is given to the polyrotation computing circuit (25). The identification domain of the detected value P0(4X) of the principal axis is discriminated and the rotation angle of the principal axis saves. Moreover, the number of rotations of the principal axis based on the combination of the revolutions per minute of the first ~ third minor axis which the respectively produces the periodical signal value showing the difference of the rotation angle and it saves from each periodical signal value between the principal axis and the first ~ third minor axis are produced. In addition, the rotation angle the polyrotation absolute rotation angle can be obtained in the number of rotations of the principal axis.",G
Numerical control device,"A numerical control device inputs a machining program to control an operation of a machine tool and outputs feedback data obtained as a result of the operation of the machine tool. The numerical control device includes a machining-program analysis unit that analyzes the machining program having a machining shape command to which a mark or a specific program command is attached and that outputs a marking instruction; a delay unit that delays the marking instruction until the feedback data indicating a result of an operation of the machine tool based on the machining shape command is obtained; and a feedback-data output unit that, when having detected the feedback data and the delayed marking instruction, executes, onto the feedback data, marking corresponding to the mark or the specific program command attached to the machining shape command and outputs the feedback data.",G
numerical control device,"For no matter how the size of the tapping tool diameter, it can highly accurately with proper processing time for performing tapping process, so it is structured to have a program analyzing part (12) analyzes the read processing program thereof. extracting tapping processing thread-related information, slope determining part (14), which is based on related information obtained in the program analyzing section (12) determines the acceleration of the moving speed of the spindle or feed shaft, and interpolation acceleration/deceleration processing part (13); by using the slope determining part (14) determines out acceleration to generate a main shaft and the movement command of the feed axis and slope determining part (14) forms a variable acceleration according to the tapping tool diameter, the acceleration and deceleration of the spindle or feed shaft.",G
Industrial control system with position offsets embedded in remote devices,"An industrial control system provides for distributed processing of position related signals by remote I/O modules to correct for spatial offsets of sensors or actuators associated with the I/O modules, the latter which may receive position data and may correct timing signals detected at the I/O modules according to a stored position offset within the I/O modules.",G
Safety systems and methods for production environments,"Safety systems and methods for production environments are disclosed. Safety systems include at least one sensing device configured to detect presence of an unauthorized human and/or an authorized human at least partially within a defined safety zone, and a controller configured to automatically alter at least one aspect of the production environment responsive to the presence of the unauthorized human and/or the authorized human. Safety methods include detecting presence of an unauthorized human and/or an authorized human at least partially within a defined safety zone, and automatically altering at least one aspect of the production environment responsive to the detecting.",G
a cutting liquid drop countermeasure for motor driving device of radiator,The invention claims a motor driving device. at least one electronic component arranged on the shell of motor driving device with radiator and cooled by the radiator. the radiator; the inclined with respect to a horizontal plane to the end part at one side of the placing and the electronic component so as to prevent falling on to the other electronic component compared with the radiator is located below the radiator drops down from the cutting fluid.,G
Feedback control and coherency of multiple power supplies in radio frequency power delivery systems for pulsed mode schemes in thin film processing,A RF power supply system for delivering periodic RF power to a load. A power amplifier outputs a RF signal to the load. A sensor measures the RF signal provided to the load and outputs signals that vary in accordance with the RF signal. A first feedback loop enables control the RF signal based upon power determined in accordance with output from the sensor. A second feedback loop enables control the RF signal based upon energy measured in accordance with signals output from the sensor. Energy amplitude and duration provide control values for varying the RF signal. The control system and techniques are applicable to both pulsed RF power supplies and in various instances to continuous wave power supplies.,H
Method for predicting machining quality of machine tool,"A virtual metrology based method for predicting machining quality of a machine tool is provided. In this method, each product accuracy item is correlated with operation paths of the machine tool. During a modeling stage, the machine tool is operated to process workpiece samples, and sample sensing data of the workpiece samples associated with the operation paths are collected during the operation of the machine tool. The sample sensing data of each workpiece sample is de-noised and converted into the sample feature data corresponding to each feature type. The workpiece samples are measured with respect to the product accuracy item and integrated into the feature data for building a predictive model, thereby obtaining quality predicted data for each product accuracy item. During a usage stage, accuracy item values of a workpiece are predicted using the feature data during processing the workpiece in accordance with the predictive models.",G
a three-phase alternating current motor,"a plurality of coils form a whole winding L C1 to Cm are divided into each phase of coil groups G1 to Nbetagl. each group of for example, C1 to C4 on the four pole teeth distributed on the continuous winding of the coil. each end coil of the coil groups C1 to C4 turns less than the central coil of windings C2 and C3. In addition, the entire winding L comprises n partial winding N1 to Nn, wherein coil Cj (j is an integer from 1 to m in) composed of n sub coil S (1, j) to S (n, j), these sub coil formed by the n partial winding. when the properly selected the turns of each coil, setting the effective number of turns of the coil is not an integer value, this is feasible.",H
Computer system and control apparatus comprising an industrial robot and method for controlling motion of an industrial robot,"A system for controlling an industrial robot includes an industrial robot and a control apparatus. The control apparatus includes a multi-core processor having at least one first processor core and at least one second processor core. An operating system, which is configured to be executed by the multi-core processor, is configured to assign hard real-time tasks to the at least one first processor core and assign other tasks to the at least one second processor core. The hard real-time tasks control at least a component of the industrial robot.",G
Goal-oriented numerical control automatic tuning system and method,"A goal-oriented numerical control automatic tuning system is used for a numerical controller of a machine tool to automatically tune the machine tool. The system includes a goal-oriented input module for receiving external goal values; a machining test path selecting module for receiving an external machining path; and an automatic machine-tuning equation module including a control equation with a predetermined equation coefficient for receiving the goal values and the machining path from the goal-oriented input module and the machining test path selecting module, respectively, such that an appropriate control parameter can be obtained by calculating the control equation based on the goal values and the machining path, and then this control parameter passed to a numerical controller in order to control actuation of the machine tool.",G
Drive device for rotational and linear movements with decoupled inertias,"A drive device includes a rotational drive device with a rotating stator and a rotating armature for displacing a shaft in a rotational movement and a linear drive device with a linear stator and a linear armature for displacing a shaft in a linear movement. The rotational drive device and the linear drive device are arranged axially one behind the other, with the rotating armature and the linear armature being connected to a respective shaft section. The shaft sections of the rotating armature and the linear armature are axially aligned and connected to each other in a rotationally fixed manner such that the shaft sections can move axially with respect to each other but they can only rotate together.",H
for three-dimensional Hall sensor and measuring the space magnetic field detection method for space magnetic field,"The invention claims a three-dimensional Hall sensor for detecting space magnetic field. In addition, the invention also claims a method for measuring space by means of the Hall sensor of the magnetic field. Hall sensor comprises an electrically conductive substrate and at least three electrode pairs, wherein each electrode pair comprises a first interface and a second interface, they are arranged in such a manner on the substrate, namely, can make the current through base flow from the first interface to the second interface. at least three first interface disposed on a first surface of the substrate, and at least three second interface arranged on the matrix of a second surface different from the first surface, wherein the first surface and the second surface opposite to each other.",G
METHOD FOR ESTIMATING THE ROTATIONAL SPEED OF A TOOL MOUNTED ON A ROTATING SPINDLE OF A MACHINE TOOL AND SUCH A MACHINE TOOL,"In a machine tool (1) comprising a rotating spindle (2) and a vision system (7) for acquiring images of a tool (3) mounted on the spindle, for each value (VC) of an interval (ICN) of preselected rotational speed values centred on a nominal rotational speed value (VN) of the spindle, an image acquisition period (TA) is determined, that is a multiple of the rotational period (TR) of the spindle calculated for that preselected speed value and compatible with the vision system (7) and, while the spindle is rotating at the nominal rotational speed, a representative couple of tool images that are temporally spaced apart from one another of the image acquisition period is obtained in order to obtain an estimated speed value (VS), associated to the nominal speed value, by selecting that preselected speed value to which the representative couple of images that are the most similar to each other on the basis of a similarity rule corresponds.",G
CONDITION OF ASSEMBLY VISUALIZATION SYSTEM BASED ON BUILD CYCLES,The present invention is a method and apparatus for identifying an assembled state (606) of an aircraft (104). A current state of assembly of the aircraft 104 is identified. The parts 608 present in the aircraft 104 are identified relative to the current state of the assembly 606 of the aircraft 104 . The parts present in the aircraft 104 for the current state of the assembly 606 of the aircraft 104 are displayed in the graphical user interface 208 on the display device.,G
Tool chucking device,"A tool chucking device, especially an oscillation tool chucking device, includes at least one chucking unit which has at least one pin-type chucking element for clamping a treatment tool in an axial direction and at least one grip head arranged on the chucking element. The tool chucking device further includes at least one movement conversion unit which is designed to displace at least the grip head at least substantially along the axial direction into at least one direction different from the axial direction depending on the movement of the chucking element.",A
Method and system for programmable numerical control,"A method of controlling a machine tool and other controlled devices, as well as a programmable numerical control (PNC) system, are disclosed. In at least one embodiment, the method of controlling includes receiving a first part program at a programmable logic controller (PLC), and storing the first part program in a string array library of a memory portion of the PLC. The method further includes communicating information between the PLC and an operator interface regarding the first part program, and providing a first signal from the PLC to a first port so as to cause the first machine tool to be operated in accordance with the first part program. Also, in at least some embodiments, the PNC system allows for control of multiple machine tools and/or other controlled devices, by way of one or more part programs, and/or for editing of a part program while that program is being executed.",G
Block execution sequence display system,"A block execution sequence display system includes: a machine tool (150) that has numerical control and sequence control; a programmable controller (10) that executes a sequence program (13a); a numerical control device (20) that executes a NC program (23a); block execution sequence array display means (116a) for displaying a block execution sequence array in which sequence functional blocks and a NC program execution block are arranged in an execution sequence; selecting means for selecting one of blocks in the array; and NC functional block execution sequence array display means (116c) for, when the NC program execution block is selected by the selecting means, displaying a NC functional block execution sequence array in which a plurality of NC functional blocks are arranged in an execution sequence.",G
Noise measurement for measured displacement,An apparatus including a first plurality of electrodes and a second plurality of electrodes is disclosed. Each electrode of the first plurality of electrodes is configured to measure an electric field associated with a position of a moving object. The second plurality of electrodes is disposed further away from the moving object in comparison to the first plurality of electrodes. The second plurality of electrodes is configured to measure a signal associated with ambient noise.,G
a basic component of the motor,"A motor, comprising: a primary part, a secondary part in the motor operation together with the primary part by an air gap, a first pole shoe, having a first end and a second end, the second end of the first pole shoe facing the air gap, and a second pole shoe a first end and a second end, the second end facing the air gap, the permanent magnet has a first pole shoe extends to the second pole piece magnetized; wherein it comprises a first pole shoe, a basic component of the second pole piece and a permanent magnet fixed on the secondary part, the permanent magnet is arranged between the first pole shoe and the second pole shoe; embedded matrix, wherein the permanent magnet has a magnetically active material. In addition, the invention relates to a basic component of the motor, a secondary component of the motor, machine tool, use of material comprising a motor, for manufacturing method of the basic component of the motor permanent magnet generating between the first pole shoe and the second pole shoe, for method of manufacturing secondary component of the motor, base part fixed on the secondary part, and magnetic activity of the motor.",H
Handheld power tool having a dust extractor,"A hand-held power tool is equipped with a dust extraction device which includes a dust box for holding dust. A closing flap is arranged in a tube section which lies in the flow path to the dust box, and this closing flap can be adjusted between the closed position and the open position. The closing flap is pivotably held in the region of the inner wall of the tube section and can be opened in the direction of the dust box. In the closed position, the closing flap bears against a stop which protrudes into the tube section, extends at an angle with respect to the direction of flow through the tube connection piece, and forms a stop line or stop area against which the closing flap correspondingly bears.",A
METHOD FOR MANUFACTURING BRACELET LINKS,"Method of batch manufacturing bracelet links (14), characterized in that the method includes the steps of: a) taking a profile bar (1) made of a material in which the link blanks (2) are delimited in relation to each other transversely by slots (4) extending in a general direction of extrusion (A) of the profile bar (1); b) machining a first blank, if necessary, in the profile bar, while it is still in a single piece, c) cutting the profile bar (1) over a determined length (L) defining the width of the link blanks (2) so as to obtain a ring (8) having the link blanks (2) at the periphery (10) thereof; d) shaping the link blanks (2) into the final form by a final rough machining operation; e) thinning the surface (12) of the ring (8) forming the connection between the link blanks (2) until the links (14) are separated from each other.",A
Data acquisition device for obtaining the cause of stopping a drive axis and information related thereto,"A stop cause obtaining section (16) which obtains stop cause information representative of the cause of the stoppage from the numerical control device (60) when the driving axle is stopped; A storage section (18) storing the operating data, the active section and the stop cause information together with their obtaining timing; And a display section (22) for displaying the operating data, the active section and the stop cause information in a time series in the form of a graph or a table so that the operating data, the active section and the stop cause information can be compared with each other. When the driving axle is stopped; A storage section (18) storing the operating data, the active section and the stop cause information together with their obtaining timing; And a display section (22) for displaying the operating data, the active section and the stop cause information in a time series in the form of a graph or a table so that the operating data, the active section and the stop cause information can be compared with each other. When the driving axle is stopped; A storage section (18) storing the operating data, the active section and the stop cause information together with their obtaining timing; And a display section (22) for displaying the operating data, the active section and the stop cause information in a time series in the form of a graph or a table so that the operating data, the active section and the stop cause information can be compared with each other.",G
Numerical control unit having screen display switching function following NC program,"A numerical control unit of a machine tool includes, a unit configured to analyze each function from a machining program, and, a unit configured to automatically switch a screen to the screen for each function stored in advance in accordance with change of the function of the machining program being executed.",G
The probe for an analog measurement for machine tool apparatuses,"An analogue probe for a machine tool apparatus, comprising a probe body and a stylus member movably secured to the probe body in a suspended rest position via a suspension mechanism. A sensor is provided for measuring the extent of displacement of the stylus member relative to the probe body from a rest position. The analogue probe further comprises a first compliant sealing member extending between the probe body and stylus member such that the sensor is contained within a chamber sealed from external contaminants. The analogue probe also has for a suppressor for suppressing movement of the stylus member away from its suspended rest position induced by changes in the chamber's internal pressure and/or changes in the analogue probe's operating environment.",G
Optical linear measurement system and method,"An optical linear measurement system and method are provided that determine movement of a movable device based on the signal strength of an optical signal propagating in a first optical fiber that is attached to the movable device. As the linear position of the movable device changes, the radius of a coil of the first optical fiber changes. As the radius of the coil changes, the strength of the optical signal changes. A second static optical fiber is used for performing temperature compensation. Changes in signal strength of an optical signal carried on the second optical fiber due to temperature are used to adjust the measured strength of the signal carried on the first optical fiber. The movement of the movable device is then made based on the adjusted signal strength measurement.",G
"Embedded system, fool-proof control method and non-transitory computer-readable storage medium","An embedded system is disclosed. The embedded system is used for preventing a processing machine from an abnormal phenomenon when at least one processing parameter setting value is inputted into the processing machine. The embedded system is electrically connected to the processing machine, and the processing machine comprises an input interface, a first storing medium, a first controller and a stepper motor. The embedded system comprises a second storing medium and a second controller. The second controller captures the a processing parameter setting value inputted and compares it with a security range, so as to determine whether the processing machine is able to perform process for a workpiece. When the second controller determines that the processing machine is not able to perform process for the workpiece, a stop signal is generated and transmitted to the processing machine to stop performing process for the workpiece.",G
TOOL CHUCKING DEVICE,"The invention relates to a tool chucking device, especially an oscillation tool chucking device, comprising at least one chucking unit (12) which has at least one chucking element (14) for clamping a treatment tool (16) in an axial direction (18) and at least one control unit (20) for actuating the chucking element (14). According to the invention, the tool chucking device comprises at least one conversion unit (22) which is designed to modify a conversion ratio depending on at least one movement component of a control element (24) of the control unit (20).",A
Server of a computer network,"The invention relates to a server connected to a network on which a database application is running for collecting and managing data. The server is connected to several machine tools and has means for receiving identification data and/or identification data and/or operating parameters and/or dynamic information items with respect to the tools. Static information about the tools are stored in the database, and the server processes the received data, parameters and information items to generate updated information about the tools.",G
Universal conversational programming for machine tool systems,"A method is disclosed for controlling movement of machine tool systems by providing a conversational programming interface that permits a user to create a universal program for execution by various machine tool systems for machining a part, each system having at least four movable axes. The user defines program blocks including geometry definitions which are independent of any axis kinematics configuration. A first tool path relative to a first Cartesian coordinate system is generated for forming the geometry, then mapped to a second Cartesian coordinate system corresponding to the part. The mapped path is transformed to a third Cartesian coordinate system corresponding to an orientation and location of the part relative to an axis kinematics configuration of a current machine tool system. The transformed path is processed to generate positions for the movable axes of the current system.",G
Numerical control device that allows input of the relative tool direction for the workpiece,"A numerical control apparatus which controls a five-axis machining machine machining a workpiece, which in turn is attached to a table, with three linear axes (13X, 13Y, 13Z) and two rotation axes (13B, 13C), the numerical control device comprising:  a relative tool direction inputting unit (16) configured to set a relative tool direction, a relative position of the tool direction with respect to the workpiece after movement of the rotation axes by manual operation as a vector, roll / pitch / yaw angle, or Enter Euler angle; and  a rotational axis transformation unit (17) arranged to convert the relative tooling direction into the rotational axis positions of the two rotation axes;  wherein the numerical control device is arranged to drive the two rotation axes based on the rotational axis positions.",G
The analog measurement probe and the operation method for machine tool apparatuses,"An analogue probe for a machine tool apparatus, comprising a probe body, a stylus member movably secured to the probe body and a sensor for measuring the extent of displacement of the stylus member relative to the probe body, in which the sensor is contained within a chamber in the probe body. The analogue probe further comprises a vent between the chamber and the outside of the probe body, configured such that when the vent is open the pressure within the chamber can equalise with the analogue probe's operating environment's pressure, and further configured such that the vent's opening to the outside of the probe body can be closed so as to seal the chamber and therefore the sensor from external contaminants during operation of the analogue probe.",G
Apparatus and method for advanced alarming in field device protocols,"A method includes providing an identification of multiple device-specific parameters to a user, where the device-specific parameters are associated with a field device. The method also includes receiving a selection of at least one of the device-specific parameters from the user. The method further includes, upon receipt of the selection of the at least one device-specific parameter, providing an identification of multiple bits associated with the at least one selected device-specific parameter to the user. The method also includes receiving a selection of at least one of the bits from the user. The method further includes saving the at least one selected device-specific parameter and the at least one selected bit as a custom alarm condition. A selected criticality option or a selected priority option can be saved as part of the custom alarm condition. The custom alarm condition can be loaded into a controller of a process control system.",G
Optical pulse generator,"An optical pulse generator comprising a plurality of light receiving elements (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12) which receive light which has passed through or has been reflected by a scale, which scale has a grating with a grating pitch P, wherein the light receiving elements are adapted to output four-phase signals, which are each offset in their phase by an integer number of 90 ° (1 / 4P), wherein  all of the light-receiving elements have the same vertical width,  12  • N light receiving elements, where N is a natural number, are spaced apart in a lateral direction by P / 60 or 2P / 60,  four arbitrary light receiving elements, which are arranged side by side in a row, all signals output with different phases, and  Light receiving elements outputting the same phase signal have three widths in the lateral direction of 7P / 60, 13P / 60 and 20P / 60.",G
parameter adjusting function with auxiliary parameter adjusting auxiliary device,"The invention claims a parameter adjusting auxiliary device function of auxiliary parameters adjusted by the parameter adjusting auxiliary device is even the unskilled operator can efficiently adjust the acceleration/deceleration parameters of the driving shaft. auxiliary device with actual acceleration/deceleration characteristic acquiring unit, from the numerical controller or other external storage device obtains the drive shaft speed and actual acceleration/deceleration-related acceleration characteristic curve, a parameter setting unit, which is to set or change more deceleration parameter input from the outside; acceleration/deceleration characteristic display unit, according to the set or modified after the acceleration/deceleration parameter, making the drive shaft speed and acceleration instructions related to acceleration/deceleration characteristic curve, and in a comparison manner display acquired by the actual acceleration/deceleration characteristic curve and the made instruction acceleration/deceleration characteristic curve; setting information output part, which sets or changes after the acceleration/deceleration parameter sent to the numerical control device.",G
Numerical control system with a multi-core processor,"A numerical control system comprising a motor drive amplifier (100) arranged to drive a motor included in an engine and a numerical control device (1) connected to the motor drive amplifier via a connection, the numerical control device comprising:  a numerical control processor (11) arranged to output a motion instruction;  a motor control processor (41) configured to output an instruction to drive the motor based on the movement instruction from the numerical control processor;  a communication interface (70) of the motor drive amplifier configured to drive the motor based on the instruction from the motor control processor; and  an amplifier interface unit (30) arranged to interconnect the numerical control processor and the engine control processor; in which  the motor control processor is a multi-core processor (41) connected to a communication control and bus bridge (33) of the amplifier interface unit via the communication interface.",G
Numerical control method and apparatus therefor,"A numerical control method for controlling a multi-axis machine tool having an axis of rotation for rotating or tilting a rotary table (31) on which a workpiece (32) is provided and configured to control the position of a tool relative to the workpiece (32) ), The numerical control method comprising: a step (S2) of calculating an interference avoidance height (23) of the tool, wherein the tool moving in a Z-axis direction to approach and move away from the rotary table, Not interfering with the rotary table and the workpiece, over an entire movable range of the rotational axis into which a movement instruction is input, the step being triggered by starting the movement instruction of the rotational axis and being executed when the rotational axis is stopped; A step (S4) of determining whether the tool interferes with the rotary table or workpiece by comparing a current Z-axis height of a tip of the tool with the interference avoidance height (23) obtained in the previous step; A step (S5) for performing a warning without moving the rotational axis into which the movement instruction is input, and waiting for an input of an instruction to start an avoidance operation up to the interference avoidance height (23) in a case when determined in the preceding step An interference occurs; And a step (S8) of generating an instruction to move in the Z-axis direction to the interference avoidance level when the instruction for starting the avoidance operation is issued.",G
"A numerical control device for a machine, which has a function of notifying a time for performing an inspection","A numerical control device for a machine having a function of notifying a time for performing an inspection of at least one of a plurality of components used in the machine, the numerical control device comprising:  an inspection cycle storage device configured to store a plurality of inspection cycles (IPA, IPB) for the component;  inspection cycle selection threshold storage means configured to store a first threshold for selecting an inspection cycle for the component based on a change amount in a state quantity of the component;  a state quantity storage device which is set up to store inspection data for the component and of state quantities which have been measured in the inspection data in association with one another;  a change amount calculator configured to calculate the change amount of the state quantity based on at least two inspection data stored in the state quantity storage means and values ​​of the state quantities measured on the at least two inspection data;  an inspection cycle selector configured to select one of the inspection cycles (IPA, IPB) stored in the inspection cycle storage means by comparing the amount of change in the state quantity calculated by the amount of change calculation means with the first threshold (TH1);  next inspection date calculating means configured to calculate the next inspection date based on the last inspection date for the component and the inspection cycle selected by the inspection cycle selector; and  an inspection date notification device configured to notify the next inspection date calculated by the calculation device for a next inspection date.",G
Accessory for coordinate measuring machine,"An accessory for an articulated head of a tridimensional coordinate measuring machine, machine tool or programmable manipulator. The invention includes a light source that is applicable adjacent to the measure probe in order to light selectively the measure point. The accessory can include an image capture device.",G
"Measurement apparatus, measurement method, and absolute encoder","A measurement apparatus includes: a detector (PDA) which detects modulated light from the target object and outputs a periodic pattern signal (Ir); and a calculation unit (CULC) which determines positions of two extreme values from the signal output from the detector, calculates a first total sum (A) by multiplying the signal by first reference data (Sa) in a region between the positions of the two extreme values, and adding the multiplication results, calculates a second total sum (B) by multiplying the signal by second reference data (Sb) with a phase difference of 90° with respect to the first reference data in the region, and adding the multiplication results, calculates a phase (PHS) of the signal based on the first and second total sums, and calculates the position of the target object based on the calculated phase.",G
TOUCH PROBE WITH PIEZOELECTRIC SENSOR AND THERMAL INSULATION,"A touch probe (1;1';1'';1''') for applications in machine tools or measuring machines includes a support frame (2) with a protective casing (3), and a movable armset (5) with a feeler (11) to touch a part to be checked (13). The probe includes a laminar piezoelectric transducer (25) made of polymeric material, such as polyvinylidene fluoride, which is connected to the support frame and fixed at a bearing and locating area (7) on which the movable armset rests in a position defined by an isostatic rest system (17). A thermal insulation system is placed between the protective casing and the piezoelectric transducer and preferably includes at least one element (28) made of thermal insulating material, such as fibreglass, between the piezoelectric transducer and the support frame.",G
Light control system and method for automatically rendering a lighting atmosphere,"Systems and methods for automatically facilitating rendition of a lighting atmosphere by a lighting control system are disclosed. The lighting control system comprises a decomposition unit for decomposing the lighting atmosphere into elementary light effects by analyzing a data file, a classification unit for classifying the elementary light effects into a set of light effects, and a coordination unit for coordinating implementation of the sets of light effects by determining and refining configuration settings of the lighting system.",H
Methods and apparatus for 3D imaging and custom manufacturing,"The invention provides machines and systems for generating faithful 3D geometric models that correspond to the shape of an imaged 3D physical object, for storing, transmitting, and transforming those 3D models, and for manufacturing 3D objects based upon those models. The invention also provides processes for such capture, transmission, storage, and transformation of the 3D models and manufacturing of objects from those models.",G
Method of making a part and related system,"A system and method of making a part, including capturing an actual tridimensional surface of each part to obtain a corresponding digitized actual surface, performing a tridimensional comparison between the digitized actual surface of each part and a nominal tridimensional surface, generating an actual location and orientation of an operation to be performed based on the tridimensional comparison, and performing the operation on the part based on the generated actual location and orientation of the element.",G
Numerical control with servo output delay unit,"A numerical control apparatus having a servo output delay unit is arranged to receive heart rate data from a manual pulse generator via a communication unit and to drive a motor, wherein the numerical control apparatus comprising: a memory having a buffer area for storing the pulse data for each communication period; a communication control unit, which is adapted to be written via the communication unit received pulse data in the buffer area; a control unit which is adapted to read out the pulse data from the temporary storage area and delivering the pulse data to a servo processor unit for driving the motor; a computing unit for an accumulated number of pulses which is arranged to determine the number of pulses, the correspondingly an accumulated value of the occurrence of communication errors in the data received by the communication unit within a predetermined period pulse data in the buffer area are to accumulate; and a servo output delay unit which is configured to command the control unit controls the start of the output to the servo processor unit after the received pulses are accumulated on a number which is determined by the computing unit for the accumulated pulse number.",G
