title,abstract,IPC
Dialogue system and method for examining machining processes,"A dialog system for examining a processing operation carried out on a machine tool and establishing a proposal for improving at least one quality feature of a subsequent processing operation, the dialog system having input means to predetermine the quality feature to be improved and a proposal module which, by accessing stored expert knowledge, can establish at least one proposal for improving the quality feature. In some implementations, the proposal module is operable to read data established by one or more of a machine tool sensor system and image data of a processed workpiece together with associated material and processing data to provide the proposal.",B23Q
the plurality of mounting fixture while maintaining element of the tool on the flight vehicle body frame,"In order to reduce the time and cost for manufacturing an aircraft fuselage, the invention claims a tool (30) for mounting clamp (20) for locating the mounting fixture (20) for the body frame element (4) attached to a fuselage skin (3) on and/or attached to the stiffener (8). According to the invention, the tool comprises a rail (32) and the system (34), said multiple system (34) for the clamp held in place, wherein each rail distribution system (34) comprises a movable device (36) and a regulating device (46), wherein the movable device (36) for applying pressure to the inclined adjusting device (46) is connected to the movable device so as to adjust the movable device (36) and the rail (32).",B23P
Machine tool with a tool changing device,The invention refers to a machine tool where in a machine frame a tool spindle is provided. In the machine tool a tool change device for at least one machining tool is arranged. The tool spindle consists of a lug with at least two members wherein the lug holds the tool carrier receiving the machining tool. The two members are connected flexibly to each other by a bent joint.,B23Q
CLAMPING CHUCK WITH INTEGRATED DRAWBAR,"The present invention relates to a clamping device for machine tools comprising a chuck (1.1) and a draw bar (1.2) for clamping individual pallets (1.3) with a bayonet connection through the rotational motion of the draw bar (1.2). . According to the invention, the rotational movement of the drawbar 1.2 is guided and determined by means (2.5, 2.7, 2.6, 2.4, 2.12, 3) in the chuck housing 2.3, which interacts with the drawbars (1.2, 2.13). do. In addition, the drawbar 1.2 is pivotably mounted to prevent the drawbars from falling out of the chuck, independent of whether the drawbar 1.2 is in a clamping or unclamping condition.",B23B
Clamping device,"A clamping means in the type of an outer clamping means or an inner clamping means for fixed-clamping of work pieces, for the purpose of rotative processing. For achieving a radial displaceability of the clamping segments thereof, an inclined guide surface of a clamping sleeve or of a clamping mandrel with correspondingly inclined slide surfaces on the clamping segments are used. For the application of force into the clamping segments, at least one coupling element is provided on the housing or on the actuation member. The clamping element is axially fixed to the housing or to the actuation member and engages with at least one clamping segment axially in a form-fit manner in a coupling region between an in axial direction distal guide surface region of the guide surface and an in axial direction proximal guide surface region of the guide surface.",B23B
Laser processing machine,"A laser processing machine includes a plurality of collimating lenses to convert a laser beam from a laser oscillator, which have been emerged from a point of emergence of a transmission optical fiber, into parallel rays of light, a condensing lens to condense the laser beam and then radiate it onto a work, and a nozzle positioned on one side of the work remote from the condensing lens. The distance from the point of emergence to the tip of the nozzle remains unchangeable. The collimating lenses are spaced from each other in a direction parallel to an optical axis. A switching device switches the position of each of the collimating lenses in the orthogonal direction so that the center of one of the collimating lenses may be aligned with a center of the laser beam. The collimating lenses have respective focal lengths that are different from each other.",B23K
"MOTOR-POWERED MACHINE TOOL, IN PARTICULAR A HAND-HELD MACHINE TOOL","The invention relates to a motor-powered machine tool (10), in particular a hand-held machine tool, comprising a drum-like tool-changing magazine (12) having tool chambers, which is arranged inside a housing (24), wherein in a change position one of the tool chambers of the tool-changing magazine (12) is aligned with a tubular tool holder (14; 54), and further comprising a sliding element (15) for sliding a tool (101) from the tool-changing magazine (12) into the tool holder (14; 54) and from the tool-changing magazine (12) back into the tool holder (14; 54), said sliding element being movable in a longitudinal direction of the tool holder (14; 54). According to the invention, the sliding element (15) is coupled with a gearbox system (20) comprising at least one toothed gear (18, 18a, 18b, 19, 19a, 19b), the rotational motion of which is translated into linear movement of the sliding element (15).",B23B
CLIMATE CONTROL SYSTEM,"A climate control system comprises a heating, ventilation, and air conditioning, HVAC, unit (3502) that provides heating and/or cooling for an enclosure (201), wherein the HVAC unit (3502) is positioned at a first location in the enclosure (201). The HVAC unit further comprises an intermediate box (3504) comprising a first wireless communication module, a plurality of control wires (3510) coupled to the HVAC unit (3502) for controlling the HVAC unit (3502), and circuitry to convert commands received through the first wireless communication module to control signals on the plurality of control wires. The HVAC unit further comprises a thermostat (3506) positioned at a second location in the enclosure (201) that is substantially apart from the first location, the thermostat (3506) comprising one or more memories storing a preexisting set point schedule, a second wireless communication module in communication with the first wireless communication module of the intermediate box, an occupancy sensor, a temperature sensor, and one or more processors. The one or more processors are configured to control a temperature within the enclosure according to a first set point from the preexisting set point schedule that corresponds to a temperature for when the enclosure is occupied, and, upon expiration of a predetermined time interval during which no occupancy has been detected by the occupancy sensor, automatically change the first set point to a second set point, wherein a temperature corresponding to the second set point requires less energy to maintain than a temperature corresponding to the first set point, and, after changing to the second set point, change the second setpoint back to a set point from the preexisting set point schedule after detecting a threshold amount of occupancy activity in two adjacent time windows.",B23P
Attachment structure for main spindle and tool holder of machine tool,There is provided an attachment structure for a main spindle and a tool holder of a machine tool. The tool holder is attached to the main spindle by a tapered shank portion of the tool holder being inserted into a tapered hole formed in the main spindle of the machine tool. At least one circumferential groove is formed in at least one of the tapered hole and an inner wall of the main spindle.,B23B
DIGITAL COMMUNICATION BASED ARC CONTROL WELDING SYSTEM AND METHOD,"A welding system includes components equipped with digital communications circuitry for synchronization and coordination of tasks (54,60,68,80) associated with the welding operation. The tasks may be initiated and terminated independently or in coordination based upon synchronization of this circuitry. Certain of the tasks may be performed by the components in an open-loop manner or in a closed-loop manner based upon feedback of welding parameters. Moreover, certain tasks may be independent of one another, or interdependent although carried out in parallel by the different system component.",B23K
Algorithmic battery charging system and method,Methods and systems are provided for a battery charging system. The methods and systems allow a user to charge a plurality of different battery types and configurations via a single battery charger.,B23P
Bracket for attaching an electrical cable to a vehicle,"The invention provides a bracket  1 for attaching an electrical cable 6 to a vehicle, the bracket comprising a vehicle attachment portion 11, 31 for attaching the bracket to a vehicle attachment surface of the vehicle, and a cable securing portion 13, 33 for securing the cable to the bracket 1, the cable securing portion 13, 33 comprising a cable abutment portion 4, 8 against the front surface of which the cable 6 can be secured by a cable-tie 7 forming a closed loop around the cable 6 and cable abutment portion 4, 8, and a non-planar rear surface which at least partially defines the path of the closed loop of the cable-tie 7 behind the cable abutment portion 4, 8, the path passing a first region on one side of the non-planar rear surface and a second region on the opposite side of the non-planar rear surface, wherein, in use, the non-planar rear surface directly supports the cable-tie 7 at a third region along the path of the closed loop, the third region being positioned, along the path, between the first and second regions. The invention also provides an aircraft fuel tank comprising a plurality of such brackets 1 and an electrical cable 6, secured to each of the brackets with a cable-tie 7. ",B23P
Numerical control device,"To execute machining for a front surface while rotating a work and, at the same time, apply machining to an eccentric position on an end face, according to an embodiment of the present invention, an NC device includes an arc-superimposition-interpolation control unit configured to rotate a work rotating shaft based on a command of a base axis program for controlling rotation of the work rotating shaft while performing front surface machining using a first cutter holder and, at the same time, subject a second cutter holder to position control on a second machining route obtained by superimposing the rotation of the work rotating shaft on a first machining route based on a command of a superimposition axis program for performing position control for the second cutter holder.",B23B
WAVEFORM COMPENSATION SYSTEM AND METHODS FOR COMPENSATION OF INDUCTANCE PHENOMENA IN WELDING CONTROL,"A method includes receiving data corresponding to a voltage level over time and a current level over time. The method also includes determining a first ratio corresponding to a voltage ramp percent or a voltage falling edge percent with respect to a peak in the voltage level and determining a second ratio corresponding to a current ramp ratio or a current falling edge ratio with respect to a peak in the current level. The method further includes determining, based on a comparison between the first ratio and the second ratio, whether to increment, decrement, or maintain an inductance compensation estimation value corresponding to an estimated inductance present in one or more secondary components associated with the welding operation.",B23K
Tools holder,"A tools holder is provided with a base including a rear fastening member configured to secure to a mounting groove of a lathe, and a front groove member, and at least one hole extending from an outer surface to the groove member; a blade including a front cutting member and a rear tenon fitted into the groove member; and at least one fastener each driven through one of the at least one hole to urge against the tenon for fastening the base and the blade. The tools holder is capable of increasing length by assembling at least one interconnecting member between the base and the blade. Further, the assembly is secured due to complimentary engagement of any two adjacent components and the provision of threaded fasteners.",B23B
Y axis beam positioning system for a PCB drilling machine,"A positioning system for a gantry adapted to move in the horizontal, X-Y plane that utilizes up to 80% less energy to operate than commercial machines, while at the same time decreasing the position settling times by 50%, and achieving this with an “in position window” of 2-3 microns, (a settling window) beating the current industry in position window of 7-12 microns. It accomplishes this through a novel synergistic overall design that utilizes a much lighter and much stiffer moving mass resulting in the moving components having an increased natural frequency. With this system on any style of PCB drilling machine, the drill bit life is extended in two ways: they do not dull as fast and they do not break as often. This is because the small in position window ensures that as the drill bits plunge into the substrate to be drilled (a PCB board) the drill unit sees very little motion in the horizontal plane thus keeping the bits from wandering upon hole initiation and from experiencing excessive horizontal plane sheer forces (side loads) when starting their plunge into the substrate.",B23B
APPARATUS FOR FEEDING BARS TO A MACHINE TOOL,"An apparatus for feeding bars (2) to a lathe comprises a first end (4) couplable with a spindle of the lathe; stationary means (6) for guiding and supporting a bar (2) in a first region (R1), the stationary means (6) extending along a longitudinal axis (L) from a second end (5) to an intermediate zone (I) between the first end (4) and the second end (5); a drum element (8) that extends between the first end (4) and the intermediate zone (I), is rotatable around a rotation axis (X) parallel to the longitudinal axis (L); movable supporting means (9) provided on the drum element (8) for supporting a bar (2) parallel to the longitudinal axis (L) in a second region (R2) adjacent to the first region (R1) and extending between the intermediate zone (I) and the first end (4); the movable supporting means (9) are slidably drivable along the drum element (9) parallel to the rotation axis (X) between a contracted disengagement configuration (C), in which the movable supporting means (9) are collected near the first end (4) to enable a bar (2) to be positioned on the stationary guiding and supporting means (6), and an extended engagement configuration (E), in which they are distributed between the first end (4) and the intermediate zone (I) to engage with the respective bar (2) to be supported and guided.",B23B
"Clamp mechanism, cutting insert and clamp member","A clamp mechanism is provided with a plug element (24) extending from a main section of a first member of a clamp member (20) and a cutting insert (1), and a concave portion (5) extending inside a second member. The plug element (24) and the concave portion (5) each include a swollen section (24a, 5a) having a first dimension in a width direction, and a narrow section (24b, 5b) disposed in an area closer to the main section of the first member than the swollen section (24a, 5a) and having a second dimension smaller in the width direction than the swollen section (24a, 5a). The narrow section (5b) of the concave portion (5) interferes with the swollen section (24a) of the plug element (24) to suppress separation of the cutting insert (1) in the guide direction (A) from the clamp member (20).",B23B
Automotive wheel CNC (computed numerical control) lathe,The present invention is a novel machine for repairing damaged wheel rims whereby the machine is a combination CNC and manual lathe configured of performing all of the required tasks for repairing damaged wheel rims in a single unit.,B23B
LASER PULSE ENERGY CONTROL SYSTEMS AND METHODS,Systems and methods provide for laser pulse energy control and/or monitoring. An exemplary laser processing apparatus includes a laser system for generating a beam of laser pulses and a pulse energy control system for adjusting the pulse energy of each laser pulse in the beam on a pulse-by-pulse basis. The pulse energy control system includes an open loop feedforward control path that selects a pulse energy transmittance value for each laser pulse based on a calibrated transmittance curve mapping the laser pulse energy as a function of the pulse repetition frequency. The laser energy monitor measures the laser pulse energy of each laser pulse in the beam of the laser pulse. The power control loop may further adjust the pulse energy of one or more laser pulses in the beam of the laser pulse based on feedback from the laser energy monitor.,B23K
Control device for machine tool with time estimation unit for estimating time until motor reaches overheat temperature,"A control device for a machine tool including a motor for driving a spindle includes: a current detection unit that detects a current driving the motor; a storage unit that stores overheat temperature specified for the motor; a temperature detection unit that detects temperature of the motor; a time estimation unit that estimates, by using the temperature detected by the temperature detection unit and the overheat temperature, time from when present estimation takes place until the motor reaches the overheat temperature, under a condition in which the current detected by the current detection unit continuously passes through the motor; and a provision unit that provides the time estimated by the time estimation unit.",B23B
Power tool having a work field lighting system,"The invention relates to a machine tool having working field illumination disposed in a housing-having an illumination mechanism and a transparent element which allows the light from the illumination mechanism to be led out toward the working field. A light beam can be deflected between the illumination mechanism and the transparent element. According to the invention, the transparent element forms a region of the housing.",B23B
Tool changer provided with covers,"In a tool changer configured so that a turret is turned to index a desired tool to be changed, the front and rear surfaces of the turret are covered individually by covers. These covers are each formed in the shape of a truncated cone. Chips and a cutting fluid dropped onto an upper part of the cover that covers the rear surface of the turret flow away from a gap between the covers along a slope of the cover concerned, so that they can be prevented from getting into the turret through the gap.",B23B
Plasma arc cutting system and persona selection process,"The invention features methods and apparatuses for establishing operational settings of a plasma arc cutting system. A plasma power supply includes a user selectable control. The user selectable control enables selection of a single cutting persona that establishes at least a current, a gas pressure or gas flow rate, and an operational mode of the plasma arc cutting system.",B23K
for inserting card seat in the tool cartridge and a cartridge of the cartridge for this type of tool seat of cutter,"the cutter has a cutter carrier, the tool carrier with a tool box, the tool box comprises a main body, a insert seat for receiving a replaceable cutting insert recess of the main body, and the main body has a guide of the adjusting element, the guide along an adjusting direction and the adjusting element is used for adjusting the body position of the adjusting direction in the cartridge base. The main body has a first mating surface and at least one second mating surface, the first mating surface extending transversely and the second mating surfaces extending along the adjustment direction in the adjusting direction, the matching surface is configured to be used on the corresponding first and second contact surfaces for contacting the cartridge seat of precisely matched, which makes the main body except on the adjusting direction of the movement is by means of a precise fit parking in the cartridge seat. the tool bit cartridge and tool carrier is configured for obtaining a large adjusting stroke of at least 0.5 mm.",B23B
Tool holder and tool holder attachment structure,"A tool holder attachment structure includes a spindle (10) and a tool holder (20). The spindle has a tip end face (12b) and a tapered hole (11). The tool holder has a tapered shank portion (21) and a flange end face (23). In a clamped state, there is a clearance (D1) of a predetermined size between the flange end face of the tool holder and the tip end face of the spindle. As the spindle is rotated, the tapered hole of the spindle is slightly expanded by a centrifugal force caused by rotation of the spindle, and the presence of this clearance allows the tapered shank portion to be further drawn into the tapered hole so that the flange end face of the tool holder closely contacts the tip end face of the spindle, and the tapered shank portion is closely fitted in the tapered hole, whereby two-face restraint is implemented.",B23B
Cutting tool having insert pocket with cantilevered member,"A cutting tool (has a central, longitudinal axis and a tool body including an insert pocket with a bottom wall, a rear wall and at least one side wall. A cantilevered member is machined from the tool body so as to be integrally formed with the tool body. The cantilevered member extends from one of the walls of the insert pocket. An adjustment screw exerts a force against the cantilevered member to selectively adjust a position of a cutting insert mounted on the cantilevered member with respect to the central, longitudinal axis of the cutting tool. A method for selectively adjusting a position of the cutting insert is also disclosed.",B23B
CHUCKING DEVICE AND CHUCKING METHOD FOR MACHINE TOOL,"The present invention relates to a machine tool chuck device 10 and a method for chucking the machine tool 76 for gripping the workpiece 12 that is an object to be processed of the machine tool 76. In this case, based on the position of the piston 18 of the first cylinder 14 detected by the length measurement sensor 34 and the position of the piston 38 of the second cylinder 16 detected by the length measurement sensor 56 , By controlling the first cylinder 14 and the second cylinder 16, at a predetermined position (position of the axis center 80) of the chuck body 78, the workpiece ( 12).",B23B
Composite compositions and new and novel machine and contact tools,"Composite compositions and machine and contact tools, for example, metal boring tools and face mills that are manufactured from them. The tools are provided with composite structure to lighten the tools and yet retain the strength and durability of the tool. The novelty resides in the use of additives to certain composites that make up a portion of the tool, especially tool bars.",B23B
MANUFACTURING METHOD OF RADIATOR-INTEGRATED SUBSTRATE AND RADIATOR-INTEGRATED SUBSTRATE,"A metal circuit board and a metal base plate are bonded to a ceramic substrate to form a metal-ceramic bonded substrate, then the metal base plate is arranged on one surface of the radiator via a brazing material with the metal base plate overlapping with the one surface of the radiator, a jig having a concave R surface is arranged on another surface of the radiator with the jig butting against the another surface of the radiator, a jig having a convex R surface protruding toward the metal-ceramic bonded substrate is brought into contact with another surface of the metal circuit board, and the metal-ceramic bonded substrate and the radiator are heat-bonded while they are pressurized by the radiator side jig and the metal-ceramic bonded substrate side jig, wherein a curvature radius R (mm) of the convex R surface and the concave R surface is 6500 ≦ R ≦ surface pressure (N/mm 2) × 2000 + 12000.",B23K
Module mounting,"A method and apparatus are disclosed for mounting to the side of a safe enclosure housing of a Self-Service Terminal (SST), such as an Automated Teller Machine (ATM). The apparatus comprising a plurality of sheet portions arranged to define an outer housing, and a plurality of elongate reinforcement portions connected together to form at least one closed reinforcement assembly provided inside the outer housing for supporting the outer housing.",B23P
Auto tools change with space allowance for tool rejection of spindle,"An auto tools change with space allowance for tool rejection of spindle includes an arm seat, an arm shaft, a tools change arm, a flat cam, and a driving arm, while the flat cam has a driving groove for driving the driving arm to swing and thus facilitates the tool clamping and tool unclamping. Therein, the driving arm has a tool clamping section having an allowance groove, a first transition section, a tool unclamping section, and a second transition section. Therefore, a larger width of the allowance groove is provided on the driving groove, thereby offering a sliding space for the tools change arm. Thus, a space allowance is produced during tool pushing process, thereby not only preventing the main shaft and the tool from being damaged, but also preventing the tools change arm from deformation.",B23B
Combination ER wrench,"A combination ER wrench is disclosed for use in installing and tightening collet holders in connection with milling machines or machining centers. The disclosed wrench combines the function of multiple wrenches. The disclosed wrench has two open ends and two box ends that fit various collets and collet holders common in the industry, along with a box end to fit a retention knob. The open ends of the wrench have arcurate jaws and five points to contact the collet and/or collet nut. The box ends of the wrench are openings shaped to contact the collect and/or collet nut.",B23B
TAP HOLDER,"Provided is a tap holder configured so that the compression-side elastic characteristics and the tension-side elastic characteristics are made to be different using an elastic member for absorbing synchronization errors in the rotation and feeding of the main shaft of a machine tool. This tap holder is provided with a chuck (20) for holding a tap (P), and a holder main body (10) for holding the chuck (20) so that the chuck (20) can move along the axial center (X) of rotation and rotate in synchrony with the chuck (20); has elastically deformable bodies (31, 32, 33) provided in the tensile direction and the compression direction, the elastically deformable bodies deforming between the chuck (20) and the holder main body (10) when a tensile force or a compression force has acted on the tap (P) along the direction of the axial center (X) of rotation; and has a mechanism (29) for reducing deformation in the elastically deformable bodies (31, 32) in which the amount of deformation along the axial center (X) of rotation generated in at least one of the elastically deformable bodies (31, 32) among the elastically deformable bodies (31, 32, 33) arranged in the tensile direction and the compression direction is less than the amount by which the chuck (20) is displaced along the axial center (X) of rotation.",B23B
The machine tool which is mountable with the rotary tool unit.,"The invention is done by the subject simultaneously realizing the high speed rotation operation and tilt action of the tool with the simple structure. Unit rotation driving shafts (12, 112) for delivering the rotation driving force changing the direction to rotary tool units (2b, 102b) which are made with turrets (4, 104), turret rotation driving shafts (5, 105) of the barrel for delivering the rotation driving force to turrets (4, 104), and the index shaft (AX1), rotatably and are made with rotary tool driving shafts (8, 108) for delivering the rotation driving power to tools (7, 107) of rotary tool units (2b, 102b) mounted on turrets (4, 104), and the index shaft (AX1) independently of rotary tool driving shafts (8, 108), rotatably and are mounted on turrets (4, 104) are included. As to turrets (4, 104), the machine tool (1) is mountable with the tool unit (2) to the radial. Rotary tool driving shafts (8, 108) and unit rotation driving shafts (12, 112) are installed at the inner side of turret rotation driving shafts (5, 105) in the coaxial.",B23B
"LASER OUTPUT CONTROL DEVICE, LASER OSCILLATOR, AND LASER OUTPUT CONTROL METHOD","A laser output control device controlling a laser oscillator, includes a switching section switching, on the basis of the size of a pulse width of a laser output command used when generating an output waveform of a laser light, a current command value used for controlling output of the laser light to either one of peak value control in which a peak value of a pulse shape is used, and average value control in which an average value of a pulse shape is used; a peak value command generating section generating a current command value using the peak value of the pulse shape when performing peak value control; and an average value command generating section generating a current command value using the average value of the pulse shape when performing average value control, and an output value of the laser light measured by one measuring section, is input to the peak value command generating section and the average value command generating section, and the current command value is generated such that the output value of the laser light becomes a value that corresponds to the laser output command.",B23K
HYDRAULIC EXPANSION CHUCK,"The invention relates to a hydraulic expanding chuck (1) having a main body (2) and an expanding bush (3), which is inserted into the main body (2) to form at least one pressure chamber (5a, 5b) and is intended for chucking a tool. The expanding bush (3) has a radial opening (20), which is arranged in alignment with a driver (21) which is held adjustably in the main body (2) and can be moved via the opening (20) into positive engagement with a driving surface (22) on the tool shank of a tool to be received in the expanding bush (3). According to the invention, the driver (21) has a driver screw (23), which can be driven from radially outside the hydraulic expanding chuck (1) and is screwed into a threaded bore (24) formed in the main body (2) in alignment with the radial opening (20).",B23B
"Hyperspectral imaging system, monolithic spectrometer and methods for manufacturing the monolithic spectrometer","A hyperspectral imaging system, a monolithic Offner spectrometer, and two methods for manufacturing the monolithic Offner spectrometer are described herein. In one embodiment, the monolithic Offner spectrometer comprises a transmissive material which has: (1) an entrance surface which has an opaque material applied thereto, where the opaque material has a portion removed therefrom which forms a slit; (2) a first surface which has a first reflective coating applied thereto to form a first mirror; (3) a second surface which has a second reflective coating applied thereto to form a diffraction grating; (4) a third surface which has a third reflective coating applied thereto to form a second mirror; and (5) an exit surface.",B23B
for assembling electronic device with internal water-proof coating system,"The invention relates to a system for assembling the electronic device with internal water-proof coating. system for assembling electronic device comprises: at least one application element, a surface of a device or electronic sub fitting waterproof coating is applied in the assembly. When the component and one or more waterproof coating is added to electronic sub assembly to form into electronic device, at least one surface coating of the internal arrangement in the prepared electronic device, coating at least a portion of the internal arrangement is made in the electronic device. Also disclosed are methods for assembling electronic device comprises limiting the inner part of water-proof coating method.",B23P
Center frame of CNC machine tool,"A center frame for supporting a workpiece includes a lower seat, and an upper seat pivotable relative to the lower seat between a clamping position, where the upper seat cooperates with the lower seat to define a clamping opening for receiving and clamping the workpiece, and a releasing position, where the upper seat is rotated away from the lower seat. A clamping unit includes first, second and third abutment support units, each of which has an abutment portion located in the clamping opening, and an operating portion opposite to the abutment portion. The operating portion of each of the first to third abutment support units is operated to move the abutment portion to abut against or away from the workpiece.",B23B
Machine tool with lathe tool and scraping cutter,"A machine tool with lathe tool and scraping cutter includes a machine support, a worktable, a moving device, a lathe feeding mechanism and a scraping feeding mechanism. The worktable is positioned on the machine support. The moving device is slidably assembled to the machine support along a first direction and located above the worktable. The lathe feeding mechanism and the scraping feeding mechanism are slidably assembled to the moving device along a second direction perpendicular to the first direction, the lathe feeding mechanism includes a feeding assembly and a lathe tool connected to the feeding assembly, the feeding assembly is configured for driving the lathe tool to move along a third direction substantially perpendicular to the first and second direction reciprocally, the scraping feeding mechanism includes a scraping cutter and is configured for driving the scraping cutter to move along the third direction.",B23B
GUN DRILL,"The invention relates to a single-lip drill (10) having at least one cutting edge (160) for solid drilling, comprising a drill head (13) arranged on a shaft (12), a chip removal channel (151) extending substantially along the axis of the drill head (13) and of the shaft (12) and arranged in both the drill head (13) and the shaft (12), and a plurality of guiding elements (170, 171, 172, 173) arranged on the circumference of the drill head (13), wherein said single-lip drill is characterized in that at least one guiding element (170) is arranged at least partially in an angle range of greater than or equal to 245°, measured from the cutting edge (160) arranged at 0° in a direction opposite the rotational direction of the single-lip drill.",B23B
Air ejector for lathe,"A part ejector is shown and described wherein a machined part in a CNC lathe is ejected from a spindle of the lathe by means of an air pressure differential. The part ejector includes inner and outer tubes that are coupled to, and aligned with a spindle collet. Machined parts are received within the inner tube and a pin tool moves a pin into the inner tube to pneumatically seal the inner tube and push a machined part past one or more air ports that pneumatically connect the inner tube with an air channel located between the inner and outer tubes. Pressurized air is applied to the air channel and the pin is partially retracted to uncover the air ports thus allowing the pressurized air to enter the inner tube and eject the machined part out.",B23B
Numerical control device with a function for re-machining a threading cycle,"A numerical control device that controls a machine tool that performs thread cutting machining, the numerical control device having a thread reworking machine function of reworking a thread (12) by re-attaching a workpiece (5) to a chuck (10) after the workpiece (5) has been released from the chuck (10) once while performing a threading cycle, in the process of a threading cycle, wherein the thread cutting is carried out by repeating movements for positioning a tool (15) in a cutting start position (Z ST) on the basis of a machining program, which has a thread form, and for moving the tool (15) in a direction of a working axis relative to the workpiece (5) attached to the chuck (10) of the machine tool, the chuck on a spindle of the machine tool is fixed and thus the workpiece is rotated at a predetermined rotational speed, wherein the numerical control device comprises: a thread position measuring device which is set up to measure a position (Z ME) in a feed axis direction (z) and a position (XME) to measure in a direction of a cut axis (x) of the thread before re-machining in a state in which the workpiece (15) is reattached to the chuck of the machine tool; a calculator for a number (p) of incisions, which is arranged to calculate the number (p) of incisions in the thread (12) on the basis of the position (Z ME) in the feed axis direction (z) and the position (XME) calculate in the incision axis direction (x) of the thread (12) measured by the thread position measuring device; phase deviation amount calculating means configured to calculate an amount (Θ) of deviation in a phase of the thread (12) caused by reattaching the workpiece (5) on the basis of the number (p) of cuts made is calculated by the number (p) of incision calculating means; and  a thread reworking machine adapted to position the workpiece (5) or the tool (15) using the number (p) of cuts and the amount (Θ) of deviation in phase to rework the thread.",B23B
Device and method for plugging an end of a conduit,"A plugging device for plugging an end of a conduit is provided. The plugging device includes a sealing plug to the end of the conduit, and a pin intended to be axially driven into the bore of the socket for ensuring a sealing contact between the socket and the end, comprises a driver able to drive the pin into the bore of the socket. The plugging device further includes a determiner configured to determine an instantaneous axial position of the pin relatively to the socket as the pin is gradually driven into the bore of the socket by the driver. A method for plugging an end of a conduit is also provided.",B23P
HAND-HELD POWER TOOL,"The invention relates to a hand-held power tool, in particular a rotary hammer drill with a transmission arrangement (14a; 14b), a hammer mechanism (16a; 16b) and a tool spindle (18a; 18b). It is proposed that the transmission arrangement (14a; 14b) have at least one gear stage element (132a; 132b) for the purpose of dividing a flow of power to provide different rotational speeds for a percussion drive and a rotary drive.",B23B
Tool holder attaching/detaching structure of machine tool,"In a case where a tool holder  5 having a plurality of cutting tools T are attachably/detachably mounted on a base member 8, the tool holder 5 is formed in a ring shape and has depressions 5a and projections 5b on an inner periphery, and by aligning the depressions and projections 5a, 5b of the tool holder 5 with projections 9b and depressions 9a formed on an outer periphery of a rotating member 9 rotatably mounted on the base member 8, the tool holder 5 is mountable to or removal from the base member 8. The tool holder 5 is clamped to the base member 8 by being pressed against a seating surface 8e of the base member 8. ",B23B
WIRE FEEDING SYSTEMS AND DEVICES,Provided herein are systems including a wire spool having a core with a core diameter and wire wound around the core and having a wire diameter. An outer diameter of the wire spool is defined by a sum of the core diameter and the wire diameter. The systems may also include a sensing system having a sensor component disposed on the wire spool and/or a wire spool hub. The sensing system is adapted to acquire data corresponding to a parameter indicative of the outer diameter of the wire spool.,B23K
HYBRID PULSED-SHORT CIRCUIT WELDING SYSTEM AND METHOD WITH TWO WAVEFORM GENERATORS,"Welding power is generated by first generating two different current waveforms, and comparing the waveform values for control intervals to select which waveform provides the greater current. The waveforms are for different transfer modes, such as one for a pulsed arc portion, and another for a short-circuit transfer mode or for short-circuit clearing. The waveforms may be programmed by settings in a state machine. A balance or relative prioritization in the comparison may be influenced by user inputs. The resulting hybrid process has aspects of both spray transfer and short-circuit transfer modes.",B23K
"Machine tool, in particular hand machine tool","A tool machine has a housing assembled by two separate housing parts and an air directing element arranged in the housing, wherein the air directing element is implemented independently from a connection device for connecting the housing parts. The air directing element is forced by a housing part axially in a seat in the other housing part, wherein in the transmission path between the housing parts and the air directing element a spring element is arranged.",B23B
Subsea electrical distribution system having subsea busbar enclosure assembly pressurized with sulfur hexaflouride (SF6) gas,"A system and method for coupling electrical power subsea. The system comprises a subsea electrical distribution system having at least one modular subsea circuit breaker assembly. The modular circuit breaker comprises a busbar enclosure housing a busbar. In one embodiment, the bus bar enclosure is pressurized with sulfur hexafluoride (SF 6) gas. At least one circuit breaker enclosure housing a subsea circuit breaker is secured to the busbar enclosure. The interior of the busbar enclosure may be sealed from the interior of the circuit breaker enclosure. The circuit breaker enclosure may be pressurized with SF6 gas.",B23K
"Cutter elements, rotary machine tools comprising same and method for making same","A cutter element ( 100) for a rotary machine tool having an axis of rotation, the cutter element comprising a plurality of cutting edges (110) defined by at least one cutter structure (120) comprising superhard material, consecutive cutting edges being spaced apart by at most 10 mm and configured operable to cut a body when moved in a direction that is substantially non-aligned with the axis of rotation.",B23B
tool brake device,"The invention claims a portable machine tool of machine tool braking device, it comprises: at least one brake unit (14a;14b), when the braking unit (14a; 14b) at least one braking position in braking the portable machine tool spindle (16a; 16b) and/or the machining tool (18a), at least one main shaft fixing unit (20a;20b) for use in at least one fixed position of the main shaft fixing unit (20a;20b) for fixing the main shaft (16a; 16b). The invention proposes the braking unit (14a; 14b) and the main shaft fixing unit (20a; 20b) at least a portion of one-piece constructed.",B23B
Integrated clamping system for machine tools,An integrated clamping system for a machine tool includes a male locating taper and a tool holder integrally formed therewith and extending therefrom. The male locating taper is configured to be received by a female tapered holding fixture of the machine tool. The tool holder has an axial bore for slidably receiving a machining tool. The male locating taper is also provided with a circumferential groove for receiving cam lobes of a locking cam nut to secure the machining tool to the machine.,B23B
